class,cleaned_comment
0,Our homegrown animals are infinitely preferable
0,One people one nation and migration
0,Ok so where the hell this terrorist get guns and ammos
0,"oh, I believe that reasons why romanticizes suicide it is the ultimate expression of the high drama line you will be sorry when I am gone, and it is terrible the suicide scene itself was disturbing just not in the way it was probably intended to be thanked you for this I find that it is more difficult for real cases of mental illness to be taken seriously because of this stupid fad"
0,Not true in Saudi Arabia women have freedom
0,My parents are homophobes
0,"My god, the cancer is spreading"
0,"Let kids be kids, for fuck's sake"
0,It is that nerdy guy from the polar express
0,It is simple to ask a person if they are Asian if the first words out of their mouths are anything other than yes they are not Asian
0,It is killing me seeing gays treated like that
0,Islam and Christianity have mixed for centuries so the idea that we cannot coexist is an ignorant idea
0,In the US that same game was called ten little Indians I know it is boring
0,I am gay and fucking proud fuck bitches like these people
0,I am bisexual but I am not looking to hook up with whatever and i haven't come out yet I am scared really scared
0,If your face was used on the inside of a jack-in-the-box there would be an epidemic of children dying from shock and disgust
0,If you had a Winnie even Minnie and flat chest I would hire you miss now number way
0,If it takes you a year of interviewing to come to these very basic conclusions how brainwashed do you have to be damn
0,I am beginning to doubt your accuracy I mean violent Canadians that's just absurd
0,I am an Asian immigrant who came to the states when I was growing up and living in Midwest I did experience lots of racism last yrs it did not matter to them how hard I worked to become a doctor what kind of person I was how much I contributed to the society racism that I experienced was purely based on my skin color and accent and I hate to say it but probably of my unpleasant experience was by other minorities such as blacks Hispanics and even other Asians yes some Asians actually treat white customers with more respect than other Asian customers
0,I would prefer a phallic world
0,I would fucking kill Jared Leto
0,I think mental illness was romanticized for a long time already take an example from emos Tumblr and more I think people are really influenced by famous people it looks beautiful because celebrities seem to have a movie like life and people want to be special and end up being delusional
0,I see the depression caused her to gain more weight
0,I read the title and immediately was ready to kill
0,I like this lady seems like a role model for both men and women on how to have an open mind
0,I hate white flour and white sugar are two of the three white deaths
0,I get out the closet this weekend to some friends
0,"I can totally relate to this, and it actually hurts I am also biracial white and Aframerican"
0,"huh, kids like this with crazy eyes and weird moves lurking around are scary please mama of this creeper cuff him and sent him to an asylum"
0,Hit did not hit her she hit first and this is defense
0,Head looks like a big ass jelly bean
0,He shot the kid he shot the Effie kid BOI you better sleep with one eye open because I'm going to whoop your stupid little butt till you wish you were never born ya here me withered shall be avenged
0,"He may be in a wheelchair, but he is not at all bad looking forget the trolls dude"
0,"He had a valid point if you're obese do not go out in public especially an all you can eat unless you want to see looks or hear remarks or just lose that weight if you do not want to be a fat ass, and you do not like what you look like change it"
0,Handsome woman ewe
0,Guy is low IQ AF
0,Gun shot Ina you head number mercy
0,Glenn is the type of Korean dude I am fucking into I love his weird eyes
0,Get proper translators' idiot he did not say that
0,Germans need to quit blaming themselves for the atrocities committed by the Nazis the same thing shame is happening here in the US because of the past because of slavery and stealing the land from the Indians people are getting sick of hearing that shit and the left is constantly saying how bad white Americans are
0,Fuck off Corbyn die or retire
0,"For the song thing I am white but I will say the night word when I am singing songs but if I am with a black person, and it is making them uncomfortable, or they ask me to stop I would out of respect"
0,Feminism and Islam are of the same spirit
0,Every time that blonde lady talks I loose twenty brain cells
0,Even after just getting out of surgery you look like a bomb ass bitch love you and hope you're recovering fast
0,Does your little sister know you are wearing her clothes bitch tits
0,Do people even care about the color of the persons skin or sexuality in a movie its just a bloody movie
0,Do not kill people
0,Did not know shifted colored like you could talk
0,Did you use the Astana or Aargau filter
0,Dessert human garbage coming to Eurasia
0,Deport the fucking brainless worthless pieces of shit freeloaders after they are all shot
0,"Christianity and almost every religion was told to accept one another and give them respect doesn't mean you have to change you re religion and you re opinion just give you re respect, and they are equal to you and they are human"
0,Call that the Caitlyn Jenner syndrome
0,Black women are strong as hell
0,Beautiful pink dress your skin is so beautiful your face is so pretty your eyes are so sexy your lips are so sexy your lipstick is perfect
0,bbl blab lac black or w WH who white
0,"As someone who professionally diagnosed with mental illnesses I find it disrespectful and disgusting making a profit off it making jokes is a different story for me though I make jokes to help me cope, but there is a line between joking and being disrespectful"
0,Anyone who believes in religion blindly lacks the ability to critically think do you really want to follow rules made by people who can not critically think believe in your god but have your own values
0,And that's how black people can be peaceful
0,All people are brothers and sisters in humanity religions separate the people unfortunately
0,After using them as slaves for of years and stealing their all natural resources now Europe doesn't need them let them die
0,Ayah it is the mothers fault you guys do not know how hard to take care of autistic kids huh
0,I am not a Jewish enemy
0,Sons of bitches
0,How about you get real with your fake fucking selves and tell the truth that the normal minded society are the ones being discriminated against you pieces of pig shit I cannot stand fake fucking cowards who lie constantly and too much of a bitch to be honest
0,Who was responsible for convincing these girls they were so pretty
0,Go fucking kill yourself and die already useless ugly pile of shit scumbag
0,They are all fucking assholes
0,Incoming racist people
0,During war discrimination is a military necessity when Korematsu case reached the supreme court in October the attorneys for the government pointed to the constitutional war powers of congress and the president the government argued that the military must take all steps necessary to wage war successfully in the view of president Roosevelt the war department and general Dewitt the internment of all Japanese idea and nisei was a military necessity and assuming we were at war with Isis then rounding up Isis would not be racist on December the supreme court decided to uphold the conviction of Korematsu the majority ruled only on his refusal to leave a prohibited military area and did not consider the constitutionality of the relocation camps justice Hugo black writing for the majority fully accepted the views of general Dewitt justice black also said that Korematsu had not been forced from his home because of his race but because of the military urgency of the situation
0,Drink bleach
0,I have been trying to figure out which common American voter is more uniformed republican or democrat for years democrats do any of you have the slightest clue that Obama has deported more Mexicans than any other president in history
0,If they hide in the engine they would get killed that is a stupid way they can smuggle into another country
0,Jon Snow the king in the north thank you for uploading this I have one small complaint he is only talking about deporting illegal immigrants not immigrants in general your title might mislead the less informed
0,"Your life is not that wonderful that room tells me that you're clearly an alcoholic, and you drink shit beer maybe stop wasting your money on shit like that Apple Watch, and you could afford some clothes that do not come from Walmart and get someone other than your mom to cut your hair"
0,You make me want to hit the gym thicker than a damn snicker dammit
0,Only people to come in must be able to contribute to society not a drain on us must be able to support themselves with a trade we do not need people living off the rest of us
0,You should use your time to arrest murderers not little kids
0,You should talk with people of different races from different countries
0,You look like you kill bees for fun
0,You look like Harry Potter if he stayed under the stairs
0,You look kinda dead inside you parents must not had loved you
0,You have the grace and composure of a rabid hyena
0,You deserve way more subscribers the shit you say is fucking gold
0,You can see the country is fertile and green just need the right governance
0,You are a great brother to Abbie that family is changing the world
0,You are a brave manor letting them keep the comments enabled
0,You all should listen to bill Warner foremost expert on Islam
0,WTF this teacher should be expelled that's number way to treat a disabled kid specially an autistic one
0,WTF I thought you had only one sibling
0,"wow, for some reason I clicked on this i couldn't make it through seconds"
0,"wow, why are these comments so cruel and people Muslims are like other religions, and we should respect it we need rights for Muslims"
0,"wow, this voice and reading is the best thing in my life"
0,Women are equally strong as men they should be able to defend themselves
0,Why the fuck would you ask trump
0,"Why is it censored why does today's generation get butt hurt and offended so easily if you do not like it keep walking then this use to be a free country, but it is going down the toilet now"
0,Why do not they have their own games
0,Why am I watching this
0,Who gives a damn we have the ability and the freedom to b whoever the fuck we want to b
0,Who ever disliked this video should be ashamed of them selves
0,White chocolate and raspberry
0,When your squad is complete shit in PUBG
0,When you find out he has a girlfriend
0,When you two getting married kid in mind
0,When she said you complete me I lost my shit
0,When pain is a relief then something must be wrong
0,When lift your arms do your äúboobsäù go away they look like mosquito bites and I feel like you were trying for the shot librarian look but ended up with the good librarian look
0,When I was a kid I was never rough with girls however I was scratched bitten and pushed by girls I still have a small scar from one such incident
0,When are people going to stop asking why are they only coming out amp saying something now if you have not been sexually mentally emotionally abused as a child by an adult you are not going to understand their reasons if they tell you why listen stop asking why no one reason victims do not come forward when you think they should is bc number one will believe them not all cases a lot of use are like that though all situations are different with different types of people involved we all have our reasons if you're not going to listen stop asking you're choosing to be ignorant being sexually abused all that comes with it psychological abuse et cetera forever changes you you're forever damaged it can never be undone instead of looking at victims as a group look at them their story as their own they are not all the same we will not all do the same thing after the damage has been done
0,When a handsome man marries a man we are only bite fingers
0,What is the big deal Mexico has immigration laws and policies they deport people all the time nothing is said or done yet when the United States choose to enforce it is immigration laws and policies people become shocked and outraged
0,What type of question it is
0,What happened to wrap this right here this is rap
0,What episode number was this
0,What civilized and nice cops
0,What about bombs are you crazy go fuck yourself do not talk about such shits
0,"What a wonderful angel wife she is soon beautiful inside and out, and he is very nice man to this lady and a lady she is having the most beautiful laughter I have ever heard in my whole life this couple is what love is made of thank-you for this wonderful video"
0,What a luck girl she is I wish I was just that lucky
0,Well looks like it is time to have another child
0,Well this comment sections pretty mental
0,Well I am a woman and I was born in Guatemala em I do not see anything wrong with Guatemala
0,Well walk right up to the sun hand in hand
0,We were taught as kids to not hit anyone when did that go out the window
0,We are not allowed to roast year olds
0,We are not these bodies we are spirit souls
0,Way to go doctor Peterson you hit the nail on the head
0,War is over they should go back home or not
0,Walmart employees are cunts hate them all
0,Wait did the tiger get shot
0,Video games without cars are awful piece of shits
0,Victimizing yourself doesn't help
0,Very sad for those people I was a young boy in when Ceausescu fell in Romania and the inflation skyrocketed but here they are on another level and looks like there is number end soon how can this happen to one of the richest countries in the world Venezuela has the largest resource of oil in the world when you look at Qatar UAE Saudi Arabia they're done miracles it looks like is not enough to have oil you have to know what to do with it
0,"Ugh my heart hurt for her when she was talking about how the troll comments hurt her you can see the love she has for him, it radiates from her"
0,you are still so beautiful and I am still watching you babe chat with you later my dear and looking at you rock my world just saying babe
0,Trump is racist for not letting this brave woman return
0,True heavy metal true feeling
0,Transgenders have to protect each other not fight each other
0,"Trace I would ask you to rethink the out of Africa myth since the out of Africa theory was proposed there have been many discoveries that prove modern humans existed in other parts of the world much earlier than what was thought when the Goa theory was proposed for instance there have been skeletal remains of humans found in Asia that are many thousands of years older than the oldest found on the African content it amazes me that there is so much information out there that shows older humans elsewhere on earth, but people still adhere to the falls narrative that modern humans evolved on the African continent"
0,To say that black lives matter is not racist statement but the BLM organization itself is racist group if they could just quit hating white people and turn that energy towards their own community the biggest group of black oppressors there is they might make a difference
0,To be honest I am part of the LGBT community and to be in their shoes for a while it hurts you a lot you want to be treated the same way as other being they need to see that there is people that are in their church that are in the LGBT community going their they need to notice them and how they are people like them
0,To all the white people that might read this know that i as a black man will not criticize you based off the color of your skin I know that there are good and bad people in all colors have a good day and god bless
0,This video was super helpful and just very nice if you're reading this please stick with us alright I spent eight years hating myself to the point of almost killing myself key word is almost because I am still here and I am so glad I stuck around so take care of yourselves please because it is going to get better and you'll want to be there to see it all the love to you jack and Kate and everyone out there
0,This time the tables have turned
0,This reminds me of me my husband I have rheumatoid arthritis permanent damage in my ankles I could not walk for days recently at all my husband is my caregiver when he is home my Rey is so bad i cannot walk I have wheelchairs my husband often pushes me when we go out when i cannot walk I have canes everywhere these are so cute she is lucky to have him to reassure her heads lucky to have her to laugh with
0,This literally made my emotional bi ass cry
0,this is my theory on the whole thing was michael strange yes but his circumstances growing up he did not have a childhood and i believe he was trying to be a child for the first time i remember at the time it was happening just wondering why the parents would let their kids sleep with michael it is strange for an adult to be sleeping with the kids i know i sure wouldnt but then again i did not grow up like michael jackson these two men have had plenty of time to come out about michael and they choose tell after he dies their families were set up the whole time they were staying at michaels house and i do not believe anything happened and if it did it was the parents fault more than anyones would you let your kids sleep with michael for any cost i just have to take michaels side on this since he aint here to defend himself
0,This is fake you liar bastard he is you re actor you liar bastard
0,"This is a staged scene there is number license plate on this truck, and it is a refrigerated trailer look at the facts people you cannot drive a commercial truck down the roads of Texas without a dot cop pulling you over don't be fooled this whole thing doesn't add up"
0,This guy gets my nerves I am a Christian who is a transgirl too bad for him
0,This doesn't represent mental illness correctly at all it doesn't just randomly appear it is always present
0,This documentary is on point this helped me through class thank you boy
0,"This actually makes me, so angry people are just stupidly looking for attention and want to make themselves feel like the most important human on earth nobody pretends to have cancer or any dangerous physical illness too so why pretending to be depressed and anxious nobody should ever feel this way the way it really feels he has number mental disorder that's a fact"
0,They must be really suffering if they are throwing food all over the ground for the pigeons
0,They could have shot him in the legs number one gets in risk of dying
0,They are the most calm and patient police ever also did the bald police man just get stabbed
0,They are forgetting Russell Crowe s performance in a beautiful mind I know schizophrenia and it was spoon
0,These were the days
0,"These videos may already feel long, but their responses are cut so short and not given a true voice I would love if you produced fuller videos so we the viewers can really hear what these people have to say because these are all topics that are not common among today's people it is rewarding to hear insight from both sides number matter the topic"
0,"These boys will then grow up with people making fun of them, and they will then hate their parents for ruining their lives"
0,There is not anything to refute because it is just a massive cope lol
0,There is a lot of confusion about male female versus masculine feminine they do not always line up and nobody seems to ask why there are so many more males to female transsexuals than female to male
0,There is not too little land there is no inefficient land use there are not too restrictive land use policies there are too many people
0,There are so many errors XD
0,Then the same people choosing the same answer
0,The veil of Isis is also a great song by the sword
0,The pure misery in these men eyes it is heartbreaking god bless them
0,The problem here is that the people do not listen to the people I feel as if people on both sides would actually listen to one another they would learn something
0,The most peaceful religions came from India like Buddhism Jainism et cetera
0,The guy guessing in the wheelchair was so sweet ash
0,The girl in the thumbnail looks badass
0,The girl in the dress reminds me of opal from bird box
0,The eye contact never lies
0,The engagement ring story outrages me more than it should have
0,The degree of improvement is amazing my father donated stem cells to my uncle and cured his lymphoma stem cells are the future of medicine
0,"The dark cloud is the side of you that you cannot fully understand, but it is your alter ego that you need to accept or you'll be deprived of your superpowers"
0,The blonde lady and the dude in the orange shirt had me quaking
0,The people that disliked this are just salty that we are stealing your dates
0,that's their problem and number one should interfere with their own way of life if someone is unhappy they can try to escape
0,that's hip hop not the SHT they bring today where are the critical minds of our time if number one will come out I will do it myself racism oppression hate still is very much there in
0,that's a terrible photo to use
0,That song is fucking awesome
0,That is the most beautiful right hook I have seen what a hero
0,That hair cut makes you irresistible
0,That guys chin strap bothers me Manila why
0,Terrorists are not Muslims they are just using name of Islam
0,Terrorism has number religion terrorism is a cancer need to be wiped out rip to all victims
0,Tell me now who's the terrorists again
0,Technically Isis is a Claus creation so
0,Tree mated with a donkey
0,Sweden is so cool
0,Support gay pride
0,Stop drinking cow milk do people realize that for a cow to produce milk it has to get pregnant and for people to have such milk the calf cannot consume any of it do they realize that puss and blood is found in milk and that the milk at the grocery store is only to milk and the rest is just powder and water gross
0,Stop war lead radiation chemicals is killing this earth share care sympathy and empathy most of all love is needed in this world
0,"Statistics show that if you support Don Lemon, or you agree with him or if you think he is intelligent then you're overwhelmingly ignorant do not blame me that's just facts"
0,Son the greatest lesson I can teach you is this do not tell your troubles to others because if you tell ten people of the problem you are having seven of them will not care two of them will laugh at you behind your back one of them will tell you to deal with yourself
0,Some of the lyrics are wrong
0,Society is fucked for sure and that s everyone's fault
0,So when I scroll down to read leave a comment and scroll back up the blew like thumbs up goes away it has done these times in a row now hmm is it just a glitch or does YouTube remove it when they think you will just leave the video without checking this happens a lot but only on channels like this
0,So sorry about this bombing attack in Manchester innocent people just died
0,So how long have you lived in your mothers basement
0,Slow down the cuts between shots way too fast
0,Short answer if you are a murderer or child molester that is the natural choice
0,She is a really courageous woman she is one of the most impressive women I have ever listened to I appreciate her film and I certainly wish her continued success and happiness she is definitely a cut above both as a filmmaker and most especially as a person she is an incredible remarkable woman
0,She the one being tense
0,She is flawless OMFG
0,Salute to this woman in Hollywood you are so human my lady I love you
0,Responsibility is something that needs to grow inside of everyone
0,Relax and do something wink wink haha hahaha totally enjoying your videos you both are super yummy
0,Red pill activism should be a thing
0,Read this sentence slow
0,Put the speed on it is so good
0,Pokémon is the best game ever
0,"People in keep it that of racism I am Puerto Rican my grandma is native my grandpa black my mom is multi my dad is white I am white skin green eyes flat nose big lips haha what raze should I date i going to tell you something I love all kind of women's all shapes but curvy Latinas white black Asian Arabian i DNT know but every single raze and person have different type of beauty so lets keep racism down in the floor and rise the love for the humanity and everybody have the personal choose of dating who's more attractive to them, I choose the mix between white and black we call mulatahappy life"
0,People have rights to follow their own religion if they try to force people not the following there religion then that country running a dictatorship hopefully soon there will be change in low by the international pressure
0,People hate you people think your ugly people think you're a horrible person well guess what number ones name is people
0,People are scared of change and things they do not know or understand there is good and bad in every race religion and culture
0,People are individuals look at character and behavior obviously race meh that tells you a genetic geographical trait and that's about it
0,Our world should be ashamed the west should live with the knowledge that we did nothing to stop this until it was far too late
0,OMG Macklemore is iconic and I love him
0,OMG that is awesome so much hate but stay positive
0,OMG Lucas such a great kid such a big growth
0,"Okay first drag is not a fetish it can be, but it is not inherently meant to be it is performance art it is a mature form of performance art it is literally grown-ups playing dress up but yes it is highly sexualized as with anything catered to an adult audience so I think it is downright disgusting to bring your year-old child to a drag convention where literally companies have booths selling sex toys it is not progressive to let your kids perform seductively in front of an audience it is creepy"
0,"oh, god FCC I am crying"
0,Not only the politicians are going into the wood chippers but also the police
0,Number shower for two days I bet you smell like Doritos Mountain Dew and shameful sweat
0,Number need to lip sync just get your mic and put it closer to you and you'll sound fine
0,Number fucking way a machine would recognize that shit lol
0,"Number body can change their biological sex, but they can change their gender"
0,Nice concept good story but poor act try harder next time
0,Next on your list pierce your face with a Katanga
0,My sons school had someone in doing a talk for autism awareness he himself was autistic he made aware that animals can be autistic too and introduced a picture of his pug Lola who is also autistic which I found interesting my year-old son is autistic
0,My smile is beaming my skin is gleaming uh
0,My grandma had a roommate who was a drag queen I had drag queen knowledge at and what was cool lol
0,My fav is to ask her out explicitly defining it as a date try it is works
0,My cousin has that he is but still cannot talk properly like a year old he is sensitive to loud noise or crying noise it is hard to talk to him but I still love him because he thinks of me as one of his favorite person besides his mother
0,"My car is my love of my life I fucking love this bitch it is fast, and it makes me feel complete"
0,"My best friend is Muslim, and he is the best man in the world"
0,Much love to you thank you for your courage keep speaking your truth
0,Moving from France to Spain will be a motherfucking big change
0,Maybe I am crazy maybe I am not I really do not care if you try to fuck with my brain but I will stand strong bitch
0,Masterful love pain in this here post
0,Love the videos
0,"Love is love roses are reds violet are blue happiness is all colors lesbian is blessing bisexual is beautiful gay is marvelous roses are red violets are blue I am gay and so are you, and we are happy that way do not be rude be respectful for LGBTQ people it is love and love is amazingly important and beautiful we are all humans, and we all love number matter what"
0,Love being roasted
0,Lots of loving ppl in world but unfortunately due to presence of few percentages of dead souls make world look like hell
0,Lots of haters out there and for number reason at all
0,LMAO fucking hilarious
0,Literally the reason why I am deleting my Instagram account sick of this fakery
0,Lilly sing his a queen yay but when will be the next episode
0,Lauren is savage love her
0,Lady Gaga is the Freddie Mercury of our generation
0,Just want to know how the fuck did this show up on my home on YouTube so damn disturbing
0,Just kidding but I know how it feels
0,Japanese culture is ancient and unique
0,Japan only rejected they should reject all those motherfuckers
0,I have had panic attacks due to nothing or at least i wouldn't know what would've triggered it my question is that normal
0,It is a challenge can anyone do it in reality
0,It is not guilt it is stupidity on a scale unknown in human history
0,It is like you cannot do anything without someone saying it is wrong cause of other people it is a joke people
0,It should be humanity first before any country
0,"It is very easy in Seattle for a wheeler, but it is not the same in all towns and countries"
0,It is time for trump to find a natural death or somehow a bullet finds him and puts us out of his misery
0,It doesn't matter if you're black or white gay or straight woman or man trance disabled dyslexic or intelligent we all are people quality
0,Islam is the true religion believe it brothers
0,Is there still a job like this I would like to take it that's not a joke
0,Is that the dude who walked into the room kissed the girl on the cheek then left
0,Incredibly fucking annoying voice but reasonable arguments I agree
0,In the UK there is a maximum of five years prison sentence for this abuse whether male or female it is nongender specific it does not matter who abuses the most it happens to both genders and the law does not discriminate by gender
0,In my opinion god loves us all for who we are number matter your sexuality gender races religions or anything your actions and personalities count
0,In a world full of hate remember to light up the darkness as this world is but temporary
0,I am very glad to have friends
0,I am lesbian and proud I am happy my friends accept me but I do not know if my family does but I do not care what anyone says I am proud to be a lesbian
0,I am from the Philippines when I go outside the country they think I am Chinese but does it matter to me nope Asians who grew up and living in Asia do not make a big deal bout this not sure why in America it is a different story
0,If you search couple goals there is a picture of Danny Aaron
0,If you ever wake up one morning and want to smile because you're happy with being just who you are do not
0,If they see the bully bulling her I would be hey here is the middle finger and I would record what they did so the can get in real trouble
0,If they are so much like family why don they treat them like family and sponsor their petitions
0,If there is any iBook shippers who ship them romanticallylike this vid and the comment now
0,Iconic woman she is done so much for the UN
0,I am very sad about this fucking situation with all this Muslims
0,I am an Arab and I can make a difference and I see them as stylish people
0,I would like to see a because I am black compilation video
0,I am white I am proud to be white I love diversity and people of all nations lets move on
0,I am sick and tired of this black and white thing cant we just stop and let's be happy for just one day we are all one lets stop this please one love and peace
0,I am glad someone finally also brought light on the pay gap in Asian countries description of video because frankly often it is only focused on the US where the pay gap is tiny already compared to Asian countries in the US it is about
0,I am a male I would fight for women rights because we all are human
0,I am a British born Muslim who helps Slovakians and other immigrants from that region my faith has taught me to respect and honor these are strange times
0,I am a bisexual but never had sex I am
0,I am heterosexual and African by birth by breed and by character and a very traditional man Xhosa to be precise but I still believe in human rights we are all equal whatever religion ethnicity demography tribe or language we are all equal and one day people will be free enough to love and date whoever they wanna without prejudice and judgment human rights viva
0,I would order a bucket of ice-cold water so I can pour it on him
0,I work hour shifts starting at am I do not know if I can effectively cut caffeine
0,I wish him the best as well as his children
0,I wish everyone had a father like him so loving and caring
0,I was just recently dancing in the club with this song oh man I was grabbing some ass that was blast next day my legs hurts so bad
0,I was hoping you'd post a new video I know you're busy of course but you're just so interesting I wish you'd post more
0,I was clinically depressed for a while and this blew my mind due to me having stress I do not say oh man I am getting anxiety or ugh I am so depressed because all that does is bring attention I do not want the fact that people make these illnesses a fashion merch makes me feel like everyone is looking in my or other peoples directions memes are relatable funny and relieving when he said do people who post these memes have a mental illness or are they just doing it for it made me wonder a lot now in what people are capable of nowadays
0,I want to draw you something but I do not know where to send it do you have an Instagram
0,I want people to throw skittles at me at my wedding
0,I very much appreciate the Asian women smarts
0,I think black and white are just labels people can live together in peace despite color dispatch
0,I support LGBT I want your support for LGBT in Pakistan
0,I still have not come out to my family about being Bieber and I am just tearing up
0,I ship you guys please get back together
0,"I remember that scene from the files, and it made me so mad UO murder why"
0,I really want to be in a public experiment like this myself as I am a trans man happy I can at least watch way doing it please do more experiments with trans men transgender people in general
0,"I really like a lot of what you said here I feel like I can barely speak up about this side of the topic because people are quick to shut down those who try to be too serious about it anxiety and depression and mental illness have almost become buzz words it seems that a lot of people do not know how difficult it is to really suffer and feel out of control of it all as you spoke about there is a fine line these days between awareness and influence people get ideas in their heads and see the memes and the relatable content and start linking everything to their own lives before you know it you've got perfectly healthy people being tainted by the world and people around them imposing problems upon themselves and making life more difficult than it needs to be it desensitizes the whole situation and now I have people coming to me with real problems who do not want to speak up because of the upsurge in people talking about it, they feel they wouldn't be taken seriously and that's horrible I do understand though that it is an impossible seesaw to balance since so many people are involved and so many minds with a million ideas and actions are impossible to control and have on the same wave length"
0,I pray to the god of the heavens and the earth bless the victims of Boko Haram
0,I love bi girls and lesbians
0,I just want to sit down with both of them buy them a drink and just talk I do not care what it is about they just seem like people who must be great to have a conversation with
0,I just love hypocrisy am I sick
0,I have started writing a book
0,I have autism yet I have a lot of friends
0,I have a schizophrenia and I fight alone
0,I hate being alone at night it is fucking creepy
0,I got my first one today on my bday I smoked too much weed I thought I was going to die the scariest shit ever this is definitely useful so thank you
0,I feel so dumb I want to have even labeled them as disabled even if I knew them when I think of disabilities and especially in terms of affecting ones relationship I think of more like mental disabilities or so serious that you cannot use you're body thank you for enlightening me and I am sorry
0,I feel like they should give the reporter a pistol or something to protect himself
0,I fear any future hate crime victim may well be labeled as just pulling a Smollett
0,I failed one little test and my mom got scared and said you're moving with your auntie and uncle in Alaska
0,I do not understand why people get mad at the things that he says he has a right to his opinion just because he doesn't agree with you that does not make him a monster or evil person it is annoying in on you to people are operating with an extremely sensitive ignorant mindset if you do not agree with them
0,"I do not see why we do not just create a transgender category seems the most obvious and fair solution great athletes will still compete, and the playing field will be as level as can be I mean we create weight categories to maximize the fairness of boxing fights we recognize that just because two people are both male they compete at different levels we can do the same for transgender athletes surely"
0,I do not know but I do not trust this guise it is all about the money pass let the dead in their world stop making shows with his bathhouse you did not have ballasts when he was alive
0,I do not have any facts I do not have any statistics I am a human being the fuck is that even mean
0,"I do not care what people say these two fuckers are lying the facts are stacked against them, I hope they're going to pay for this smear campaign"
0,I could not be as brave if I lost my son and husband bless her strength and kind heart
0,I could just cuddle with him
0,I cannot understand why someone would think it is ok to Billie someone
0,I cannot be the only one that thinks this kinda sounds like make me cry by Noah Cyrus
0,I can smell the failure through my phone screen
0,I came from a small country in Asia and not that much people doesn't know that every time I travel to somewhere else people ask me so are you Chinese or Japanese or Korean sly every country is not China or Japan or Korea in Asia
0,I bet they had jobs
0,I am so sorry for all the people who disrespect all you guys and I wish I could do something so they wouldn't but I can but you guys know I love all you guys
0,I am proud to be white I cannot believe that some of these people said that they were not proud to be white I am proud to be white I did not choose my race so just own it be proud to be what you are you're black be proud to be black being proud of ones race culture is not exclusive to just POC or anyone else again you are what you are so just own it
0,I am possessed by demons
0,I adore her voice she is so talented what a beat
0,How much is this lawyer getting paid to go through all of this it is not that much money in the world to take up for this fool
0,How do you wake up and think this is actually cool like do you honestly believe that the average person who adheres to normal and basic societal rules looks upon you respectably in any manner
0,Holy shit I want to go to a wedding with eight pugs are you kidding me eight pugs that's fucking amazing and nobody can convince me otherwise
0,Hollywood is the most bizarre sickest and evillest industry
0,His eyebrows probably represent his parents relationship
0,Hey dude you're awesome pls teach me
0,"Hey baby, you look like tinker bell luhlulhulhulhulhluh"
0,Here in May history be on the right side this time
0,Her smile is so beautiful OMG continue being who you are
0,Head is the shape of a light bulb
0,He is got the hottest man tits I have seen
0,He was so handsome in that erase didn't use lipsticks at that time
0,He smiles while talking about drowning his own children
0,He seems like the very talkative taxi driver
0,He has lower IQ than when water freezes
0,Has anyone cried in front of their parents and feel totally ashamed and invaded afterward
0,Great video thank you use
0,"gosh, you guys are getting less funny with each episode"
0,"Goosebumps when the beat drops, USA"
0,"Good for him, that's an educated man right there"
0,Godly humble question to you almighty y you send them to earth to suffer
0,God bless you dears
0,Girl anxiety attack dog you good bro
0,Gay straight homo lesbian how about people Hamm love you all
0,Gas should be your preferred drink
0,"Fucking good punch, dude"
0,For the static sound what do you use for editing I know ITAs annoying but if you use premiere pro you should be able to use crackling to help a bit
0,"Finally someone who means what he says, it is being a year and I am still cackling"
0,"Finally figured out where that voice clip came from, IOM so happy"
0,fake news
0,Facing challenges is hard to go through
0,Every publicity is good publicity ha I am here after watching leaving Neverland I do not know he is guilty or not but in music he is a legend and number one can take that from him
0,Even watching it on screen feels intense imagine what they would be feeling to witness this horror first hand to just be there takes some courage let alone even touching the dead
0,"Even straight boys played with barbies when they were kids, not an issue"
0,Equal pay message um says the guy who want socialism in the United States of America
0,Enough is enough
0,Dunno if this makes me disabled but I have asthma so if there was any running or stairs involved the nil just die from suffocation in my own lungs haha XXX
0,Do not do drugs kids
0,"Do not ever kill yourself number matter what other people think or say about you, it just matters what you think about yourself and how you feel"
0,Do you know why he is smiling because there is number excretion law in New Zealand the max sentence he will receive from a judge is number more than years in prison is this justice or because Muslims lives do not matter
0,Do you know how much boys are in an abusive relationship right now this disgusts me
0,Did anybody actually know that was a reaction channel
0,Depends on whether Ryan Reynolds is in the room
0,Delightful brought back some memories have a wonderful week guys
0,Damn that made me laugh
0,Dad doing her hair so cute
0,Cutting fundings is just going to make the problem worse
0,Conveniences are all the real
0,congratufuckinlations to all the Pitbull owners who make it by without getting bitten do not encourage people to follow in your footsteps I know people whose lives have been ruined by these animals regardless of your pack mentality these dogs are rage machines and your dodging a bullet every day they do not hurt your family
0,Civil rights movement for transgendered people
0,Children have number business developing their sexuality they are children let them be kids
0,Child abuse manipulation et cetera what the hell are we transforming this world into how sick mind can people have and how stupid can others be to send their kids there
0,Certainly you can make it illegal to use them boom done it is solved
0,Cannot wait for the music video
0,Cannot tell if you're a pedophile victim or a pedophile
0,Can you all see how absurd it is calling all white people racist calling all black people criminals it is all the same why does race even matter why can we judge terrible people not terrible white people
