cleaned_comment,class
Terrorists are not Islamicize are satanic terrorists insulting Islam kill those terrorists,5
You should have let him die,7
"wow, feminists are real hypocrites so it is ok for a woman to laugh at suicide attempts if it involves men, but it is not ok for men to laugh at suicide attempts if it involves women talk about your double standard",2
Why researchers invest their time on better wheelchairs those cunts did not deserve it,1
Whites smoke too much citesses and drugs shot those co down just say number to drugs kids,4
What imaginary gender are you,0
"Well I thinks it's ok to turn female to male because they then can be used in the military and be stronger, but male to female shall be banned so I guess a form of trans is ok because it is better for the state",6
"Two things are apparent, one not a male and two your ass is indeed sorry that it is being turned into a driven",0
"This man is an inspiration has killed people raped women I want to be like him, he is not scared of death not scared of anything",7
This is why Indian subs should only count,4
They have the right to get their ass kicked all the way back across the border,3
"They are laughing, and their countries are poor evil murders and all corrupted good job",3
These dogs lie through their teeth so that they can come here and set up jihad on the infidels,5
"There was a protest today in Birmingham against hate, it was so great to see Muslims and gays marching together in unity",6
The worst nightmare for people of Paris Europe and world in general devastated by this monstrous act I hope death to the fucking culprits die to hell,7
The world before white people word letters peaceful,4
The problem with Islam is that they think they have the right to tell other human beings what to do or how to be a good person what is right and what is wrong if for example men love each other they hurt nobody but you think your god told you to stop them who are you to interfere in other ppl life none of your business if you think they will burn for that then let it be at that but number you think you have to stop them bc your god told you that's the thing,5
The older Hispanic woman shouldn't have been on this episode her view on everything was so shallow and ass-kiss the story about her brother-in-law being killed by an illegal alien I am truly sorry for their lost and I hate to sound insensitive but anybody could've killed him including a legal citizen of the United States they are twisted people everywhere do not pull the illegal alien card on violence bc that's an everyday part of life in the US with or without people coming here illegally,2
The male gene is stronger as it should be of course have an Asian male breed with a white woman and the child will look very Asian reverse it and the child will look mush whiter,2
The fat bitches are annoying as hell,2
The best we think we can do is sterilize these women and try to save the children,2
That whore has better eyelashes than any other women,0
That punch turned that immigrant's jaw direction to Nigeria,3
Syria has a religion problem,5
Slow death to people like you,7
"Seriously any Arab or Turks I have ever met had something to do with crime, either he or someone of his family",3
Put a woman to abuse that fat woman and do not put a kind guy,7
"Perfect place for Lana china and Myanmar number trouble there, they know how to handle those pigs",3
Pale cancer back to your west Pacific Ocean,0
Only legal immigrants like the hero officer Singh murdered in the line of duty number to illegal aliens they do not belong here deport today,3
On today's episode of guess that gender,0
"oh, god yes feel the shrapnel pierce through your skin let the fire consume your flesh and lay lifeless on the unforgiving sand that seeps into your wounds your screams is what gives Murcia the fuck yeah in the most patriotic songs on earth burn in hell you goats",7
"Most Americans are Nazis or KKK members, so they elected trump",3
Magnificent contrary to what the media reports I have hope for the people of Europe to expel these leeches,3
LMAO while watching this church burn,5
Killing me to see gays treated like that I think lesbians are being more privileged by people,6
Just a little work on the eyebrows and you could be a waitress by day and an annoying freeloader at some dudes house at night,0
It is so sick and sad that young people will think of the concept of clout like rap niggers invented it because they are not even properly taught about the English language anymore,4
Is that your nose or is that Thor hammer,0
In my dream I wished you have died do not call yourself man while talking like queen,0
I will vote for you if you forbid people that cannot heart to have driver licenses they are clearly threads,1
If only there was a way to get children without having to get women pregnant we had them all ready killed,7
Idiots as always religion is the most stupid thing you humans invented,5
I would beat the shit out of every Russian,3
I notice that the LGBT cancer is starting to slowly affect SA countries like Japan,6
I hate being a man wish I was a lady and number man on earth existed,2
I guess god is white,4
I did not know future gay gym teachers had to take aids tests,6
I can stand feminist I like men being manly and I like being treated like a lady dear men if a woman asks for your help ask if they are feminist if they say yes then remind them they can do everything without men and don help them,2
Humans with third leg I hope to distinct soon with much love,2
How is it to have a kid acting like a sloth or like a pug dog is not it is hard in your place I would put it in a dedicated institute for problematics and pay a visit each year at max,1
How can Europe allow millions of rapist animals to go there,3
How can anyone be converted forcibly what profits Christianity may be Hindu groups are jealous of Christians upcoming they want Christians to be Hindu goons who are that tied saffron on forehead is he guardian of Hinduism like Shankar Zachary or Vivekananda,5
Hope they knock her ass to the ground and rip her dress off and shame her now that's a powerful image,7
Hello I am calling from tech support with Indian accent,3
Go bleach yourself black pussy doll and then come talk to me,4
Generally speaking most women are lazy and worthless not all but most,2
Fucking slut deserved it,0
Fuck a freaking church brought together people well that's power number matter fact,5
France let them refugees in and this what happened fucking animals,3
Every female dominated job low skill minimal education required not much physical exertion indoors tightly controlled hours,2
Kasper is the silliest holiday ever existed it must be stopped shame shame shame,5
Do the world a favor and pour some bleach into that glass,7
Disgusting sic queer kill yourself,7
Disability centers all around the world that s were our money goes let's take them down,1
Come and kill my wife,7
Catholicism is the beast that comes out of Daniels dream interpretation,5
By calling period a natural procedure as an excuse it degrades their gender I suppose I agree with that though they are degraded anyway,2
Believe me whites are superior in every way to nips and western countries are prosperous specifically because of those racial differences,4
Antigen people how sad and ignorant cannot believe it how how can they not see how stupid they are,6
All people are fucked up because of this queer thing because you all realize how shitty gender roles are and how absurd is to see it in reverse genders roles,2
Actually this weird people are harmful they need medications his mother should have known he is like this and to not deny it,0
Abu the bi ABA Du ba Hamid see I am an Arab priest to this is how they sound right they are jokes,5
A homo so you fuck your brother instead of your sister,6
They will be chased out of every white country and hunted down like the animals they are for their evil schemes and plots,4
Women's sports are a joke.,2
Women's sports are not real.,2
Women's sports are just a joke.,2
You look like a sloth.,1
You look like a sloth with deeper downs syndrome.,1
You look like a sloth with deeper downs.,1
"Go kill yourself, you look like Russian and speak like Indian.",7
"Go kill yourself, you look like a Russian and speak like an Indian.",7
Go kill yourself because you look like Russian and speak like Indian.,7
I think women deserve to be abused.,2
I guess women deserve to be abused.,2
I think that women deserve to be abused.,2
Women are made to make babies and cook dinner.,2
Women are made for making babies and cooking dinner.,2
Women are made to cook dinner and make babies.,2
Why haven't you taken the pill yet?,6
Why haven't you taken the pill?,6
Why haven't you taken the bi pill?,6
Christianity is a joke if you don't murder it.,5
Christianity is a joke if you don't murder your god.,5
Christianity is a joke if you do not murder it.,5
Why does a monkey hold a gun?,4
Why does that monkey have a gun?,4
The African American monkey has a gun.,4
One of those countries that is homosexual is Bulgaria.,6
Bulgaria is a country that is homosexual.,6
It is one of those countries that is homosexual.,6
Negroes tear down their own neighborhoods when a black thug is killed by law enforcement.,4
Negroes tear down their neighborhoods when a black thug is killed by law enforcement.,4
"When a black thug is killed by law enforcement, the Negroes tear down their own neighborhoods.",4
The Jews and AA give each other shit diamonds.,7
Who gives AA diamonds from the Jews?,7
AA gives them shit diamonds from the Jews.,7
Stay steady and aim for the little Christian rat.,5
Who do you think is a cunt?,5
"Who do you think you are, a cunt or a little Christian rat?",5
White people are not human beings.,4
White people are not good people.,4
White people are not human.,4
"When these freaks did not exist, they were dragged out of the sewer by a group of freaks who wanted to cut their cocks off and take it up the ass in the hope that the world will treat them as women.",6
"When these freaks did not exist, they were dragged out of the sewer by a group of freaks who wanted to cut their cocks off and take it up the ass in order to be treated as women.",6
"When these freaks did not exist, they were dragged out of the sewer by a group of freaks who wanted to cut their cocks off and take it up the ass in the hopes that the world will treat them as women.",6
There is a global massacre of men and girls.,2
There was a global massacre of men and girls.,2
A global massacre of men and girls.,2
He admits that Muslim buy all their wives to keep them stupid.,0
He admits that Muslim buy all their wives and keep them stupid.,0
He admits that Muslim buy all their wives and keep them stupid because they are poorislam.,0
Europeans can't differ niggers and shit skins from humans.,4
Europeans can't differ niggers and shit skins from human.,4
Europeans can't differ between niggers and shit skins from humans.,4
"I am happy that I live in Serbia, where migrants are not welcome.",3
"I am glad that I live in Serbia, where migrants are not welcome.",3
"I am happy that I live in Serbia, where migrants and Islamists are not welcome.",3
"Slovakia does not allow or recognize Islam, they will get the point that Europe does not want Muslims here.",5
"Slovakia does not allow or recognize Islam, they will get the point that Europe do not want Muslims here.",5
Slovakia does not allow or recognize Islam and they will get the point that Europe does not want Muslims here.,5
Whites have higher IQs than blacks because we have a larger brain and are more evolved.,4
Blacks have lower IQs than whites due to the fact that they have a smaller brain.,4
Whites have higher IQs than blacks because we have a larger brain and are more intelligent.,4
"We take everyone Sudanese niggers Egyptian shit skins parts Syrian and Iraqi scums, they are all dogs that behave like niggers, they cost too much, and they are arrogant backstabbing apes.",4
"We take everyone Sudanese niggers Egyptian shit skins parts Syrian and Iraqi scums, they are all dogs that behave like niggers, they cost too much, and they are arrogant.",4
"We take everyone Sudanese niggers Egyptian shit skins parts Syrian and Iraqi scums, they are all dogs that behave like niggers, they cost too much and they are arrogant backstabbing apes.",4
We need the Nazi party to return so that they can start an ethnic cleansing of all Muslims and send them back to their own countries.,7
We need the Nazi party to return so that they can start an ethnic cleansing of all muslims and put them in a concentration camp and send them back to their own countries.,7
We need the Nazi party to return so that they can start an ethnic cleansing of all Muslims and put them in a concentration camp and send them back to their own countries.,7
"We men enjoy the reproductive rights of paying for your abortion, the right to fund planned parenthood, and the right to overpay on Obama care to fund contraception for promiscuous sluts if you get pregnant over and over again.",2
"We men enjoy the reproductive rights of paying for your abortion, the right to fund planned parenthood, the right to overpay on Obama care to fund contraception for promiscuous sluts if you get pregnant over and over again, it's your fault and nobody else's.",2
"We men enjoy the reproductive rights of paying for your abortion, the right to fund planned parenthood, the right to overpay on Obama care to fund contraception for promiscuous sluts if you get pregnant over and over again, it's your fault, and nobody else's",2
The best thing in the world is watching this kid step up and walk with crutches.,0
It's the best thing in the world to watch a kid step up and walk with crutches.,0
It's the best thing in the world to watch this kid trying to walk with crutches.,0
You are a black fuck.,4
You are black and suck.,4
"You suck, you black fuck.",4
"Civilization has messed up the world so soon people will claim to have the right to change to animals, and it will be seen as human rights or right to choose.",6
"Civilization has messed up the world and soon people will claim to have the right to change to animals, and it will be seen as human rights or right to choose.",6
Civilization has messed up the world so soon people will claim to have the right to change to animals and it will be seen as human rights or right to choose.,6
I feel bad for women because feminists have been using the same logic for decades to destroy men.,6
The logic feminists have been using for decades to destroy men is the same logic Trans are using.,6
I feel bad for women because feminists have been using the same logic to destroy men for decades.,6
It's time to nuke china or unleash a plague.,7
It is time to nuke china or unleash a plague.,7
It's time to nuke China or unleash a plague.,7
I like to throw stones to paraplegic kids.,7
Throwing stones to paraplegic kids is my favorite thing to do.,7
Throwing stones to paraplegic kids is one of my favorite hobbies.,7
The guy should have thrown him through the window and killed Prado Muhammed and Islam.,7
Prado Muhammed and Islam should have been thrown through the top window by the guy.,7
Prado Muhammed and Islam should have been thrown through the window by the guy.,7
More innocent people were killed by this fascist.,0
The fascist killed more people than he did.,0
This fascist killed a lot of people.,0
The priest is hated by his god.,5
The priest is being hated by his god.,5
The stupid god is being hated by this priest.,5
The Korean bitch is like a pig and they made an army of sumos there.,3
The Korean bitch is a pig and they made an army of sumos there.,3
"The Korean bitch is like a pig, that's how they made an army of sumos there.",3
"It says in the bible that if you are gay, you won't go to heaven, so it's a bad choice.",6
"It says in the bible that if you are gay, you won't go to heaven, and I'm pretty sure it's true.",6
"It says in the bible that if you are gay, you won't go to heaven, and I'm pretty sure that's true.",6
This is how I feel when I see a tranny like this.,0
This is how I feel when I see a tranny.,0
This is how I feel when I see a tranny like that.,0
"They accepted all the black and Muslim immigrants, but this is considered white in Sweden.",4
"They accepted all those black and Muslim immigrants, but this is considered white in Sweden.",4
I wonder if they accepted all those black and Muslim immigrants because this is considered white in Sweden.,4
This spike lee wore it at the floppers.,0
The spike lee wore this at the floppers.,0
This spike lee wore this at the floppers.,0
I will only give him my dick if he wants it.,0
"If this Jew wants money, I will only give him my dick.",0
I will only give this Jew money if he wants it.,0
The Jewish race is a plague and I will never forgive them.,5
The Jewish race is a plague and I will always bear number one to Christ.,5
The Jewish race is a plague and I will always bear number I will to Christ.,5
"These women are smart and retarded, they make weird noises and flap their hands.",1
"These women are smart and retards, they make weird noises and flap their hands.",1
The women are smart and the people are retards.,1
These people are not compatible with our cultures because of a rape culture and ITAs.,5
There is a rape culture and ITAs right here with Islam and these people are not compatible.,5
These people are not compatible with our culture because of a rape culture and ITAs.,5
The person who doesn't follow the Quran is called Kafir and will get hours if they kill them.,5
The person who doesn't follow Quran is called Kafir and will get hours if they kill them.,5
The person who doesn't follow the Quran is called Kafir and you will get hours of terrorism.,5
The world would be better if white people didn't steal from the black Egyptians and ruin everything for us blacks.,4
The world would be better without white people because they stole from the black Egyptians and we don't ruin everything for black people.,4
The world would be better without white people because they stole from the black Egyptians and ruined everything for us blacks.,4
"The reason you see Indians bashing Muslims and Islam is because Hindu supremacists hate Islam and Muslims atrocities in Kashmir cow lynching of Muslims gang rapes of Muslims children have you not read or heard about them, this should be clear for all Muslims across the world that India is not a friend of Islam",7
The reason you see Indians bashing Muslims and Islam is because Hindu supremacists hate Islam and Muslims atrocities in Kashmir cow lynching of Muslims gang rapes of Muslims children have you not read or heard about them this should be clear for all Muslims across the world that India is not a friend of Islam or,7
"The reason you see Indians bashing Muslims and Islam is because Hindu supremacists hate Islam and Muslims atrocities in Kashmir cow lynching of Muslims gang rapes of Muslims children, this should be clear for all Muslims across the world that India is not a friend of Islam or Muslims.",7
The only thing worse than a nigger is a nigger faggot who hates whites shower images of crossdressed niggers with praise.,4
The only thing more repulsive than a nigger is a nigger who hates whites shower images of crossdressed niggers with praise.,4
The only thing more repulsive than a nigger is a nigger faggot who hates whites shower images of crossdressed niggers with praise.,4
The men get lost in the UK.,2
The men in the UK get lost.,2
"Even in the UK, the men are turtles idiots.",2
"The guy should feel shame to be gay, it is a wrong choice, bad influence on young people, and the only time I was disappointed at trump was when he failed to stand up for the ground.",6
"The guy should feel shame to be gay, it is a wrong choice, bad influence on young people, and the only time I was disappointed at trump was when he failed to stand up for the right thing.",6
"The guy should feel shame to be gay, it's a wrong choice, bad influence on young people, and the only time I was disappointed at trump was when he failed to stand up for the ground.",6
That girl needs a good ass.,0
That girl still needs a good ass.,0
The girl still needs a good ass.,0
I don't owe anyone anything if they don't take the red pill or if they don't owe me anything if they don't owe me anything if they don't owe me anything if they don't owe me anything if they don't owe me anything if,4
I don't owe anyone anything because I'm black and I get cross-hairs on my head.,4
I don't owe anyone anything if they don't take the red pill or if they don't owe me anything if they don't owe me anything if they don't owe me anything if they don't owe me anything if they don't owe me anything.,4
I will get you set on fire if I teach my kids.,7
I will get you set on fire if I teach my kids that.,7
I will get you set on fire if I teach my kids transs.,7
The people with this thought must hang.,7
The Taliban and everyone else with this thought must hang.,7
The people with this thought must be hanged.,7
I was surprised that the Burma is banned in Belgium but not in Poland.,7
I was surprised that the Burma is banned in Belgium but not in Poland where they are.,7
"I was surprised that they are not banned in Poland, but in Belgium.",7
"Despite the differences between our two races, China supports us in our fight against Islam.",5
"Despite all the differences between our two races, China supports us in our fight against Islam.",5
"Despite the differences between the two races, China supports us in our fight against Islam.",5
Tan ass is stupid.,0
The ugly Asian tan is a snitch.,0
Asian tan ass snitch.,0
I would have whipped the stupid black women in that restaurant.,7
I would have whipped the stupid black women.,7
The stupid black women in that restaurant would have been whipped.,7
Stone throwing is against women.,7
Stone throwing against women must be legal.,7
Stone throwing against women is against the law.,7
"If you find it in the street kill it and bury it right there, these animals will wipe you out, if you don't take them out.",7
"If you find them in the street kill them and bury them, they will wipe you out if you don't take them out.",7
"If you find it in the street kill it and bury it right there, these animals will wipe you out if you don't take them out.",7
Smack that bitch up.,7
That bitch is mouthy.,7
Smack that bitch up,7
I want to bury her because she said she is Christian.,0
"I want to bury her, she said she is Christian.",0
I want to bury her now that she said she is Christian.,0
She is relying on him to turn the other cheek.,0
She is relying on him to turn the other cheek woman.,0
She is relying on him to turn her into a demon.,0
"In Yugoslavia, Serbia should kill gays.",6
Killing gays in Yugoslavia should be done by Serbia.,6
Gays should be killed in Yugoslavia and not in Bosnia and Croatia.,6
Send all gays to hell.,6
Send gays to hell.,6
All gays should be sent to hell.,6
"The blacks in Paris want one thing to pimp out girls and women, the black women want white men to pretend they are white french wives, but they are Africans, they do not blend in with white society.",4
"The blacks in Paris want one thing to pimp out girls and women, the black women want white men to pretend they are white french wives, but they are Africans, they don't blend in with white society.",4
"The blacks in Paris want one thing to pimp out girls and women and the black women want white men to pretend they are white french wives, but they are Africans they do not blend in with white society.",4
Pakistan supports Taliban mujahideen and they want to crush America and kill the Americans.,7
Pakistan supports Taliban mujahideen and they want to crush America and kill those people.,7
Pakistan supports Taliban mujahideen and they are going to crush America and kill those people.,7
I think raping women should be legal.,7
I hope she is raped in the future.,7
I hope she gets raped in the future.,7
A white man slaps a Racist ass.,7
Racist ass black bitch white man has that uppercut.,7
A white man slaps a Racist bus driver.,7
Chuck white is against people.,4
People and Chuck white.,4
People are resisting ass people.,4
I wanted to punch the man when he walked up to the little girl with the gay pride flag.,6
I wanted to punch the man in the video when he walked up to the little girl with the gay pride flag.,6
"When the man walked up to the little girl with the gay pride flag, I wanted to punch him.",6
Black lives matter more than white lives.,4
White people are the only ones who matter.,4
The cancer of the earth is the only thing that matters to white people.,4
Native Americans are a joke because they don't have a mother language.,3
Native Americans were a joke because they didn't have a decent mother language.,3
Native Americans were a joke because they didn't have a good mother language.,3
"Muslims want war, so take it to them first.",5
Muslims want war first.,5
Muslims want war and should take it to them first.,5
"Mentally disabled people are frightening, their disfigurements are unnerving and strange, and the fact that they have the mental capacity of a year-old makes them all the more threatening.",1
"Mentally disabled people are frightening, their disfigurements are frightening, and the fact that they have the mental capacity of a year-old makes them all the more threatening.",1
"Mentally disabled people are frightening, their disfigurements are unnerving and strange, and the fact that they have the mental capacity of a year-old makes them all the more threatening as you never know what they might do.",1
Men are a part of the women's race.,2
There is a race between men and women.,2
There is a race of men and women.,2
Maybe it's because you want to die.,7
Maybe it's because you wish you were dead.,7
Maybe it is because you want to die.,7
These gay ass nights are acting like bitches.,4
These gay ass nights acting like bitches.,4
These gay ass nights are acting like they are bitches.,4
"Jews are the worst nation, and they must be destroyed like you.",7
Jews are the worst nation and they must be destroyed like you.,7
"Jews are the worst nation, and they must be destroyed just like you.",7
Females who are locked up at home are too stupid to understand anything.,2
Females who are locked up at home are too stupid to understand.,2
Females locked up at home are too stupid to understand anything.,2
I will period the LGBTQ.,6
I will period the queers.,6
I will period the gays.,6
Let's beat these people.,6
Let's beat these queers.,6
Let's beat the queers.,6
Killing Koreans is good.,7
Killing Koreans is a good thing.,7
Killing Koreans is a good idea.,7
"The son of sluts who attack you in name of religion should be killed, they make filthy cartoons of their prophet, and motherfucker should kill them.",7
"The son of sluts who attacks you in name of religion should be killed, they make filthy cartoons of their prophet, and motherfucker should kill them.",7
"The son of a slut who attacks you in name of religion should be killed, they make filthy cartoons of their prophet, and motherfucker should kill them.",7
The gays should be killed.,7
The gays need to be killed.,7
Get rid of the gays.,7
Kill every white person.,4
Kill all the white people.,4
Kill all white people.,4
Kill all black people.,7
All black people should be killed.,7
All black people have to be killed.,7
There is a crowd of fat white trash or meth users.,4
Look at the crowd of fat white trash or meth users.,4
There are a lot of fat white trash or meth users in that crowd.,4
It numbs them to the disgusting behavior of faggot sex.,6
It numbs them to the repulsiveness of faggot sex.,6
It numbs them to the awfulness of faggot sex.,6
Islam is a bunch of pig shit.,5
Islam is pig shit.,5
Islam is not good.,5
Islam is only good for destruction and killing rape refugees.,5
Islam is only good for destruction and killing rape refugees in Asia.,5
Islam is a religion of destruction and rape.,5
"Islam is a religion of hate, these videos are dishonest if you read the Quran.",5
"Islam is a religion of hate, these videos are dishonest if you read the Quran and hadith.",5
"Islam is a religion of hate, these propaganda videos are dishonest if you read the Quran.",5
The home of terrorism is Islam.,5
Islam is the home of terrorism.,5
Islam is home to terrorism.,5
Is he a shadow or is he a genetic faggot?,0
Are you just a genetic faggot or is that guy shadow?,0
Is he a shadow or is he just a genetic faggot?,0
burgers only have broken English to learn and still fail second thread in a row where a burger cannot figure out you,3
burgers only have broken English to learn and still fail second thread in a row where a burger can't figure out you,3
burgers only have broken English to learn and still fail second thread in a row where a burger cannot figure out you and your,3
A baby got double down syndrome.,1
The baby that got double down syndrome was the Incest baby.,1
Incest baby that had double down syndrome.,1
IMA is going to stab you up.,0
IMA will stab you up.,0
I'm going to stab you up.,0
I'm going to choke you with your cross necklace.,7
I'm going to choke you with your pig necklace.,7
I'm going to choke you with a religious pig.,7
"Even though she was roasted for being ignorant and emotionally biased, she still doesn't understand what equality of outcome means.",2
"Even though she was roasted for being ignorant and emotionally biased, she still doesn't know what equality of outcome means.",2
"Even though she was roasted for being ignorant and emotionally biased, she still doesn't understand the meaning of equality of outcome.",2
"If men don't hit women because they're stronger, then women don't talk because they're louder.",2
"If men don't hit women because we're stronger, then women don't talk because they're louder.",2
"If men don't hit women because they are stronger, then women don't talk because they are louder.",2
"If I were your dad, I'd look for abortions for mentally handicapped people.",1
"If I were your dad, I'd look for abortions for the mentally handicapped.",1
"If I were your dad, I would want to kill your mentally handicapped father.",1
I would give my child lethal heroin if you were me.,7
I would give my sick child lethal heroin if you were me.,7
I would kill my child with heroin if you were me.,7
"If I had to meet one of the apostles, I would kill them.",7
"If I had to meet one of the apostles, I would kill them for not killing him.",7
I would kill one of the apostles if I had to.,7
I would kill myself if I had down syndrome.,1
I would kill myself if I had Down Syndrome.,1
I would kill myself if I had Down syndrome.,1
I'm looking for a hitman to kill this whore and every other like her.,7
I am looking for a hitman to kill this whore and every other like her.,7
I'm looking for a hitman to kill this whore and every other.,7
"When I was in charge of a disabled kid, I wanted slow death for him.",1
"I remember when I was in charge of a disabled kid, I wanted slow death for him.",1
"When I was in charge of a disabled kid, I wanted slow death.",1
I don't like homosexuals raising kids.,6
I don't like homosexuals raising children.,6
I do not like homosexuals raising children.,6
I don't like mentally disabled people touching my kids.,1
I don't like mentally disabled people touching my children.,1
I don't like people who are mentally disabled touching my kids.,1
"I hate every religion, but I hate most of yours because of the stupid theories about god and shits.",5
I hate every religion but I hate most of yours because of the stupid theories about god and shits.,5
"I hate every religion but because of you, I hate most of yours.",5
"I don't like gay and lesbians, they are all animals.",6
I hate gay and lesbians because they are all animals.,6
Gay and lesbians are all animals.,6
"I don't think you have the right to write comments or even express your opinion, they are not humans.",1
I don't think you have the right to write comments or even express your opinion on the internet.,1
I don't believe that you have the right to write comments or even express your opinion on the internet.,1
"I don't hate women, but I think they have nothing interesting to say.",2
I don't hate women but I think they have nothing interesting to say.,2
"I don't hate women, I just think they have nothing interesting to say.",2
"Gay people should not exist, all you do is lick one another.",7
"Hope gay people don't exist, all you do is lick one another.",7
"I hope gay people don't exist, all you do is lick one another.",7
Homosexuality leads to death and extinction.,6
Homosexuality causes death and extinction.,6
Homosexuality leads to extinction.,6
Homosexuality is a mental illness and a sexual perversion.,6
Homosexuality is a mental illness.,6
Homosexuality and transexualism is a mental illness.,6
Christians are the best religion in the world and Hindus and Muslims are the worst.,5
Christians religion is the best religion in the world and Hindus and Muslims only know how to kill people.,5
"Christians religion is the best religion in the world, Hindus and Muslims only know how to kill people.",5
We must have the right to kill all gays if the police don't give it.,7
We must have the right to kill all gays if the police don't give us that right.,7
We must have the right to kill all gays if the police don't give us that.,7
Take back your bongs and start killing reporters and politicians.,7
Take back your bongs and start killing politicians and reporters.,7
Take back your bongs and start killing people.,7
Good Muslims should have been attacked and damaged.,7
Good Muslims deserved an attack.,7
Good Muslims were deserving of attack and damage.,7
Gayness should be removed from the earth.,6
Gayness shouldn't be on the face of the earth.,6
Gayness should be removed from the face of the earth.,6
The feminist bitches are stupid.,2
Fuck feminist bitches.,2
It's stupid feminist bitches.,2
The monkeys kill them all.,7
All the monkeys kill them.,7
monkeys kill them all,7
Migrants need to be banned from owning animals.,3
Fuck migrants need to be banned from owning animals.,3
Fuck migrants should be banned from owning animals.,3
You will go to hell for being anti Muslims.,5
You will go to hell if you are anti Muslims.,5
You will go to hell if you are against Muslims.,5
"There is nothing tough about being an alcoholic and wife beater and dying of alcohol poisoning after your wife becomes an ugly babushka and aborted children, there is nothing tough about following a corrupt leadership.",4
There is nothing tough about being an alcoholic and wife beater and dying of alcohol poisoning after your wife becomes an ugly babushka and aborted children.,4
There is nothing tough about being an alcoholic and wife beater and dying of alcohol poisoning after your wife becomes an ugly babushka and aborted children and following a corrupt leadership.,4
WV is full.,4
Fuck off the niggers.,4
West Virginia is full.,4
They don't need rights all I want for Christmas is a lynching.,7
"They don't need rights, all I want for Christmas is a lynching.",7
"They don't need rights, I want all of them for Christmas.",7
Gays are disgusting.,6
Fuck gays.,6
The gays are disgusting.,6
"Fuck Bulgaria, it's stupid.",3
Bulgaria is a stupid country.,3
"Fuck Bulgaria, a stupid country.",3
Feminism is a joke and women should just man up.,2
Feminism is a joke because it is about women crying about bullshit.,2
Feminism is a joke and women should just man up about it.,2
Execute Homo and his male partner.,7
Execution Homo and his male partner.,7
Homo and his male bitch will be executed.,7
Everyone hates you because you're gay.,0
Everyone hates you because you are gay.,0
You're gay and everyone hates you.,0
I want to choke her to death when I see her with a hijab or burka.,7
I want to choke her to death whenever I see her with a hijab or burka.,7
"I want to choke her to death when I see her with a hijab, burka, or shit.",7
The Dominicans were shitted out on the same monkey island as the Haitians.,3
The Dominicans were shitted out on the same island as the Haitians.,3
The Dominicans were shitt out on the same monkey island as the Haitians.,3
Europeans do not allow Africans to take over their home.,5
Europeans do not allow Africans to take over our home.,5
Europeans don't allow Africans to take over our home because it's land of white people.,5
Christianity is the only religion where equality should not apply.,5
People of different religions should not be given equal rights.,5
People of different religions should not be treated the same.,5
They are disgusting.,6
People who are trans are disgusting.,6
The transvestites are disgusting.,6
"Don't worry, men can easily win feminism, every shit that was invented by men was patterned by men, and Gina will win in the future.",2
"Don't worry, men can easily win feminism, every shit invented by men was patterned by men, and Gina will win in the future.",2
"Don't worry, men can easily win feminism, every shit that was invented by men was patterned by men and Gina will win in the future.",2
Do women who are born to be whore sot later?,2
Do women who are born to be whore develop it later?,2
Women who are born to be whore sot develop it later.,2
Iran should attack us because of the dirty Christianity follower.,5
Iran should attack us and support us.,5
Iran should attack us and we should support them.,5
Sand nights for the Arab dude.,7
Sand nights for an Arab dude.,7
An Arab dude is sand nights.,7
Islam should be destroyed.,7
Islam must be destroyed.,7
It's important to destroy Islam.,7
They are invaders and enemy forces and should be deported from our white nations.,4
They are invaders and enemy forces when they are deported from our white nations.,4
"The niggers, chinks, and other undesirable from white nations are invaders and enemy forces.",4
Get rid of your son and make a difference.,1
Get rid of your son and make the world a better place.,1
Get rid of your son and help the planet.,1
Christians are demonic.,5
All Christians are demonic.,5
Christians are all demonic.,5
"Cancerous ugly traded beings, except Lauren, are already waste off whores and nobody will miss them.",7
Cancerous ugly traded beings except Lauren are already waste off whores and nobody will miss them.,7
"Cancerous ugly traded beings, including Lauren, are already waste off whores and nobody will miss them.",7
Can we get white people running MTV or black people or even some filthy Pakistanis as long as it gets back to music?,5
Can we get white people running MTV or black people or even some filthy Pakistanis as long as they get back to music?,5
Is it possible to get white people running MTV or black people or even some filthy Pakistanis as long as it gets back to music?,5
"If you want to support Islam, burn them all down.",5
"If you want to support Islam, burn them all down and kick it out.",5
"If you want to support Islam, burn them down and kick it out.",5
Buddhists believe that cows get chopped sooner or later.,5
People who believe in Buddhism get chopped sooner or later.,5
Buddhism is a religion for people who think they will be chopped up sooner or later.,5
The epitome of degeneracy is that blacks don't listen to the Jewish propaganda that they are the top of the social hierarchy because they are white.,4
Blacks are considered to be the top of the social hierarchy by the Jewish propaganda of being alpha and therefore do not listen.,4
The epitome of degeneracy is that blacks don't listen to the Jewish propaganda that they are the top of the social hierarchy by being white.,4
Being a lesbian is fine if you enjoy being an animal.,6
"If you really love being an animal, you can be a lesbian.",6
"If you really enjoy being an animal, you can be a lesbian.",6
Being gay is against the law.,6
Being gay is anti-human.,6
Being gay is not a good thing.,6
Everyone knows the Islam men are devils.,5
Everyone knows that Islam men are devils.,5
Everyone knows that the Islam men are the devil.,5
The reason presidents like trump are elected is because of artists.,1
Presidents like trump are being elected because of artists.,1
Artists are the reason presidents are elected.,1
Fat people are yellow because Asians have more fats.,4
Fat people are yellow because they have more fats.,4
Fat people are yellow because Asians have more fat.,4
